tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
220,221,265,44,44,0,0,0,7,4.275575,0.0,6179.43085,258.444326,3017.2801,2295.416846,183.37,220,2,94,274560.0,23477.079,60.4391,231.4163,0.0641,0.0,0.0,0.0,28,0.036199,0.994625,0.502879,0.500175,1.004471,0.399039,0.298718,0.301238,0.50602,0.05001,0.199944,0.300003,0.497808,0.400846,0.050565,0.001897,0.000469,0.000609,0.002222,0.000379,0.0002,0.000204,0.000589,6e-06,8.1e-05,0.000178,0.000502,0.000325,1.7e-05
240,221,270,49,49,0,0,0,9,4.139582,0.0,6131.979033,257.867983,3017.992435,2295.920592,198.9,240,2,94,299520.0,25669.917,63.8755,236.8274,0.0641,0.0,0.0,0.0,33,0.036199,0.995421,0.503191,0.499686,1.005341,0.398722,0.298913,0.301708,0.506425,0.050052,0.19981,0.300001,0.498531,0.400887,0.050642,0.002017,0.000462,0.000581,0.002285,0.000349,0.000197,0.000206,0.000612,6e-06,8.7e-05,0.000177,0.000545,0.000329,1.7e-05
260,216,273,57,57,0,0,0,14,5.779389,0.0,6115.365248,253.636118,3020.584493,2296.13398,216.47,260,2,93,324480.0,27865.422,67.312,242.1906,0.0641,0.0,0.0,0.0,33,0.037037,0.995581,0.503603,0.500083,1.004326,0.39858,0.299019,0.301865,0.506053,0.050081,0.199512,0.300042,0.497387,0.400608,0.050561,0.00202,0.000456,0.00057,0.0022,0.000325,0.000216,0.000202,0.000609,6e-06,8.5e-05,0.000181,0.000482,0.000331,1.6e-05
280,209,277,68,68,0,0,0,19,9.33583,0.0,6156.295745,244.551646,3026.112524,2296.223585,232.0,280,2,91,349440.0,30060.501,70.7484,246.144,0.0641,0.0,0.0,0.0,33,0.047847,0.995911,0.503576,0.500415,1.0052,0.39869,0.298427,0.302543,0.506542,0.050203,0.199061,0.299931,0.496446,0.400454,0.050543,0.002055,0.000449,0.000574,0.002099,0.000327,0.000223,0.000202,0.000593,6e-06,9.2e-05,0.000182,0.000455,0.000323,1.5e-05
300,207,279,72,72,0,0,0,19,7.344541,0.0,6253.325607,244.383179,3028.27228,2296.261084,251.03,300,2,91,374400.0,32263.236,74.1848,250.1888,0.5032,0.0,0.0,0.0,33,0.038647,0.996033,0.503476,0.500329,1.004727,0.398434,0.298657,0.302724,0.50608,0.050158,0.199187,0.299741,0.496505,0.400623,0.050563,0.001988,0.000451,0.000564,0.002079,0.000333,0.000238,0.000204,0.000573,6e-06,9.1e-05,0.000181,0.000457,0.000327,1.5e-05
320,208,282,74,74,0,0,0,19,7.280474,0.0,6352.181102,245.176523,3027.543003,2296.276759,267.37,320,2,91,399360.0,34483.167,77.6212,253.3878,0.5032,0.0,0.0,0.0,33,0.038462,0.996562,0.503011,0.499983,1.005428,0.399088,0.298532,0.303054,0.505946,0.050122,0.19921,0.299788,0.496927,0.400224,0.050552,0.002021,0.000462,0.000574,0.002091,0.000336,0.000235,0.0002,0.000579,6e-06,9.2e-05,0.000179,0.000463,0.00032,1.5e-05
340,209,288,79,79,0,0,0,20,6.793739,0.0,6452.144059,244.357479,3028.848783,2296.283309,282.28,340,2,91,424320.0,36719.457,81.0576,258.2616,0.7502,0.0,0.0,0.0,33,0.038278,0.996296,0.503187,0.499253,1.006042,0.398608,0.298766,0.30314,0.506949,0.050153,0.198896,0.299616,0.497514,0.399542,0.050464,0.002061,0.000471,0.000592,0.002151,0.000326,0.000236,0.000217,0.000588,6e-06,9e-05,0.00017,0.000483,0.000327,1.4e-05
360,209,291,82,82,0,0,0,21,6.047355,0.0,6567.276551,245.946191,3028.006454,2296.286047,299.0,360,2,91,449280.0,38955.747,84.494,262.9382,1.1852,0.0,0.0,0.0,33,0.038278,0.997238,0.503503,0.499216,1.005182,0.398327,0.29879,0.303058,0.506667,0.050196,0.198918,0.299638,0.497384,0.399518,0.050565,0.002092,0.000478,0.000594,0.002145,0.000325,0.000236,0.000217,0.00059,5e-06,9.2e-05,0.000174,0.000481,0.000319,1.5e-05
380,210,296,86,86,0,0,0,23,7.087355,0.0,6665.374982,245.341097,3027.571548,2296.287191,311.37,380,2,91,474240.0,41191.9425,87.9304,267.1579,1.1852,0.0,0.0,0.0,33,0.038095,0.998109,0.502751,0.498962,1.006579,0.398154,0.298515,0.302613,0.506129,0.05016,0.199114,0.299495,0.497515,0.399214,0.050453,0.002135,0.000495,0.000588,0.002172,0.000338,0.000228,0.000228,0.000592,6e-06,9.4e-05,0.000175,0.000501,0.000311,1.5e-05
400,211,300,89,89,0,0,0,19,5.221391,0.0,6778.680817,246.927241,3027.851368,2296.28767,324.91,400,2,91,499200.0,43442.9325,91.3668,272.0619,1.1852,0.0,0.0,0.0,33,0.037915,0.999484,0.503002,0.499195,1.006178,0.398368,0.298608,0.302496,0.506123,0.050139,0.199052,0.299462,0.498074,0.39922,0.050534,0.002039,0.000504,0.000548,0.002225,0.000351,0.000224,0.000224,0.000607,6e-06,9.4e-05,0.000179,0.000494,0.000312,1.6e-05
420,212,308,96,96,0,0,0,19,5.909044,0.0,6885.37682,246.194647,3027.896309,2296.28787,332.28,420,3,89,524160.0,45703.7535,94.8032,279.2654,1.4433,0.0,0.0,0.0,33,0.037736,1.000493,0.501857,0.498788,1.006165,0.398204,0.298826,0.302601,0.506351,0.050172,0.199124,0.299733,0.498107,0.398761,0.050491,0.002088,0.000555,0.000584,0.002483,0.000363,0.000225,0.000226,0.000605,6e-06,9.7e-05,0.000186,0.000506,0.000329,1.9e-05
440,210,309,99,99,0,0,0,20,5.960063,0.0,7003.804098,248.470256,3025.569681,2296.287954,351.79,440,3,89,549120.0,47976.8535,98.2396,285.2669,1.4433,0.0,0.0,0.0,33,0.038095,0.999981,0.501371,0.49851,1.005279,0.398345,0.298898,0.302737,0.506156,0.050142,0.199168,0.299711,0.498252,0.398891,0.05051,0.00208,0.000553,0.000571,0.002503,0.000364,0.000219,0.000224,0.000608,6e-06,9.8e-05,0.000185,0.000504,0.00034,1.9e-05
460,217,318,101,101,0,0,0,16,5.413473,0.0,7093.794849,252.997462,3021.589065,2296.287989,357.51,460,3,89,574080.0,50259.5505,101.676,291.7513,1.8019,0.0,0.0,0.0,33,0.036866,1.001771,0.500872,0.49922,1.004678,0.398875,0.298713,0.302553,0.506155,0.050109,0.199456,0.299542,0.498571,0.39947,0.050501,0.00213,0.000542,0.000574,0.002632,0.000371,0.000229,0.000221,0.000623,6e-06,0.000102,0.000183,0.00053,0.000363,1.9e-05
480,220,322,102,102,0,0,0,16,4.045526,0.0,7166.987107,259.20116,3016.753314,2296.288003,370.45,480,3,89,599040.0,52558.0005,105.1125,299.0336,1.8019,0.0,0.0,0.0,33,0.036364,1.002086,0.500878,0.499592,1.005566,0.399295,0.298524,0.302511,0.505819,0.050093,0.19944,0.299537,0.498703,0.399334,0.050528,0.00207,0.000541,0.000562,0.00266,0.000365,0.000231,0.000221,0.000627,6e-06,0.000101,0.000184,0.000531,0.00036,1.9e-05
500,220,327,107,107,0,0,0,18,4.718884,0.0,7224.021233,259.958603,3015.322513,2296.288009,382.61,500,3,89,624000.0,54876.24,108.5489,305.8716,1.8019,0.0,0.0,0.0,28,0.036364,1.001009,0.500644,0.500118,1.003502,0.399681,0.298858,0.302195,0.505309,0.050103,0.199569,0.299536,0.498533,0.399464,0.050273,0.002038,0.000533,0.000592,0.002683,0.00036,0.000244,0.000224,0.0006,6e-06,0.000111,0.000185,0.000512,0.000356,1.9e-05
520,221,332,111,111,0,0,0,20,4.303077,0.0,7308.67538,259.795598,3015.901325,2296.288012,396.22,520,3,89,648960.0,57207.96,111.9853,310.5371,1.8019,0.0,0.0,0.0,28,0.036199,1.001384,0.501073,0.500797,1.00286,0.400194,0.298883,0.30207,0.504988,0.050131,0.199583,0.299687,0.498796,0.40015,0.05029,0.002017,0.000537,0.000554,0.002652,0.000354,0.000243,0.000229,0.000626,6e-06,0.000111,0.000197,0.000526,0.000361,1.8e-05
540,221,334,113,113,0,0,0,21,4.582461,0.0,7407.821283,262.137375,3013.280165,2296.288013,413.46,540,3,89,673920.0,59569.902,115.4217,315.3332,1.8019,0.0,0.0,0.0,28,0.036199,1.000691,0.50082,0.500146,1.002375,0.399886,0.298805,0.30208,0.504611,0.05013,0.199674,0.299414,0.499187,0.400245,0.050314,0.002037,0.000515,0.000553,0.002688,0.000354,0.000243,0.000229,0.000633,6e-06,0.000112,0.000187,0.000507,0.000376,1.8e-05
560,224,342,118,118,0,0,0,23,4.836638,0.0,7511.350999,261.186032,3013.977331,2296.288014,420.95,560,3,89,698880.0,61938.7695,118.8581,320.5244,1.8019,0.0,0.0,0.0,28,0.040179,1.000378,0.501107,0.500738,1.000311,0.400092,0.299125,0.301633,0.505102,0.050086,0.200059,0.299328,0.499017,0.399663,0.050292,0.002035,0.000521,0.000574,0.002864,0.000398,0.00024,0.000225,0.000623,6e-06,0.000112,0.000192,0.000486,0.000382,1.7e-05
580,228,348,120,120,0,0,0,23,5.412531,0.0,7589.866151,266.105488,3008.481981,2296.288014,428.7,580,3,88,723840.0,64312.362,122.2945,327.89,1.8019,0.0,0.0,0.0,28,0.035088,0.999523,0.501234,0.501193,1.000116,0.400324,0.299059,0.301538,0.504987,0.050029,0.199952,0.299421,0.498524,0.399755,0.0505,0.002047,0.000522,0.000587,0.002934,0.000397,0.000245,0.000224,0.000633,6e-06,0.000115,0.000195,0.000461,0.000374,1.8e-05
600,230,353,123,123,0,0,0,23,5.678469,0.0,7638.089312,269.551504,3004.770028,2296.288014,442.47,600,3,88,748800.0,66699.744,125.7309,334.9543,1.8019,0.0,0.0,0.0,33,0.034783,0.999909,0.50142,0.500613,0.999344,0.400116,0.299416,0.301663,0.504368,0.050081,0.199788,0.299269,0.498203,0.400232,0.050401,0.002111,0.000538,0.000596,0.002928,0.000391,0.000242,0.000228,0.000635,6e-06,0.000114,0.000201,0.000461,0.000372,1.6e-05
620,230,356,126,126,0,0,0,23,5.551689,0.0,7693.904658,271.24003,3003.208281,2296.288014,458.79,620,3,88,773760.0,69100.164,129.1673,340.3586,1.8019,0.0,0.0,0.0,33,0.034783,0.99949,0.50176,0.500336,0.999072,0.40043,0.299541,0.301852,0.504356,0.050066,0.199813,0.299034,0.497956,0.400177,0.0504,0.002082,0.000541,0.000597,0.002907,0.000389,0.00024,0.000224,0.000642,6e-06,0.000113,0.000197,0.000455,0.000371,1.6e-05
640,237,368,131,131,0,0,0,25,6.489987,0.0,7725.359209,271.675073,3001.83494,2296.288014,460.83,640,3,88,798720.0,71510.3445,132.6037,346.7279,1.8345,0.0,0.0,0.0,91,0.042194,0.998662,0.502355,0.500278,0.999953,0.400262,0.299177,0.301706,0.503593,0.050092,0.200352,0.298514,0.499049,0.400332,0.050425,0.00198,0.000564,0.000562,0.003003,0.000408,0.000248,0.000248,0.000663,6e-06,0.000119,0.000209,0.000509,0.000366,1.7e-05
660,245,378,133,133,0,0,0,23,4.923914,0.0,7718.277911,280.028927,2995.047158,2296.288014,462.59,660,3,88,823680.0,73932.4545,136.0401,357.2018,1.9613,0.0,0.0,0.0,91,0.040816,0.998275,0.502478,0.499918,1.002209,0.400591,0.299013,0.301892,0.50343,0.050168,0.199964,0.298605,0.499914,0.400704,0.050471,0.001942,0.000557,0.000569,0.003282,0.000414,0.000245,0.000283,0.000636,7e-06,0.000118,0.000217,0.000524,0.000384,1.8e-05
680,245,384,139,139,0,0,0,27,6.97755,0.0,7658.682223,284.008213,2989.014237,2296.256747,475.63,680,3,88,848640.0,76354.5645,139.5087,368.5997,1.9613,0.0,0.0,0.0,91,0.040816,0.997522,0.502459,0.4999,1.004044,0.400412,0.299106,0.301899,0.50353,0.050166,0.199804,0.298631,0.49969,0.400671,0.050554,0.001874,0.000555,0.000562,0.003175,0.000415,0.000241,0.00028,0.000675,7e-06,0.000121,0.000217,0.000501,0.000375,1.8e-05
700,244,386,142,142,0,0,0,26,5.076974,0.0,7597.544093,287.353892,2987.569134,2295.274053,493.43,700,3,88,873600.0,78776.6745,144.2755,375.6509,2.0015,0.0,0.0,0.0,91,0.040984,0.996598,0.502107,0.499961,1.004718,0.400275,0.299314,0.302075,0.503609,0.050187,0.199753,0.29866,0.499808,0.400639,0.05043,0.001863,0.00055,0.000577,0.003219,0.000411,0.000235,0.000282,0.000673,7e-06,0.000121,0.000209,0.000506,0.000374,1.7e-05
720,241,389,148,148,0,0,0,29,7.931913,0.0,7542.111813,284.673498,2987.394589,2293.961638,512.76,720,3,88,898560.0,81198.7845,150.349,380.0782,2.0533,0.0,0.0,0.0,91,0.041494,0.997048,0.502465,0.499934,1.005692,0.400015,0.299907,0.302286,0.503288,0.050285,0.199894,0.298957,0.500215,0.400627,0.050447,0.001924,0.000557,0.000638,0.003168,0.000368,0.000234,0.000289,0.000677,7e-06,0.000119,0.00021,0.00051,0.000381,1.7e-05
740,245,394,149,149,0,0,0,28,5.718225,0.0,7480.717464,288.293579,2985.988196,2293.000771,523.61,740,3,88,923520.0,83620.8945,157.0034,384.4009,2.4569,0.0,0.0,0.0,91,0.040816,0.996509,0.502476,0.499768,1.004776,0.399924,0.299884,0.302551,0.503092,0.050309,0.19985,0.298841,0.500288,0.400768,0.050367,0.001985,0.000584,0.000644,0.00313,0.000377,0.000233,0.000291,0.000679,7e-06,0.000117,0.000215,0.000509,0.000408,1.7e-05
760,246,402,156,156,0,0,0,31,7.261583,0.0,7435.79864,285.856612,2986.881805,2292.541157,533.37,760,3,88,948480.0,86072.4825,163.6578,390.4313,2.5642,0.0,0.0,0.0,91,0.04065,0.994772,0.502876,0.498854,1.005182,0.399701,0.300117,0.302608,0.503377,0.05026,0.199847,0.29912,0.500109,0.400543,0.050285,0.002013,0.000618,0.000687,0.002977,0.000406,0.000247,0.000292,0.000698,7e-06,0.000115,0.000228,0.000487,0.000412,1.7e-05
780,241,402,161,161,0,0,0,28,6.052903,0.0,7425.356508,285.549646,2988.397451,2292.316587,558.82,780,3,88,973440.0,88536.1425,170.3122,395.8702,2.5994,0.0,0.0,0.0,91,0.041494,0.995421,0.502709,0.498761,1.005756,0.399416,0.30048,0.302894,0.503602,0.050267,0.199757,0.299244,0.50008,0.400583,0.050271,0.001943,0.000629,0.000685,0.002944,0.000408,0.00024,0.000291,0.000687,7e-06,0.000114,0.00023,0.000486,0.000415,1.7e-05
800,243,408,165,165,0,0,0,29,4.774656,0.0,7414.410388,286.095014,2989.13033,2292.205723,568.32,800,3,88,998400.0,90999.8025,176.9667,400.7787,3.1268,0.0,0.0,0.0,91,0.041152,0.994919,0.502475,0.498432,1.006443,0.399298,0.300332,0.302745,0.503206,0.050183,0.199665,0.299327,0.500322,0.400709,0.050257,0.001922,0.000645,0.000694,0.002971,0.000424,0.000261,0.000295,0.000697,8e-06,0.000115,0.000228,0.000497,0.000419,1.8e-05
820,243,412,169,169,0,0,0,25,3.994101,0.0,7433.435059,285.922412,2990.083487,2292.150715,584.57,820,3,88,1023360.0,93480.99,183.6211,405.1634,3.3008,0.0,0.0,0.0,91,0.041152,0.995304,0.501495,0.498134,1.006159,0.399355,0.30007,0.302746,0.503199,0.050157,0.199612,0.299386,0.499934,0.400459,0.050301,0.001915,0.000603,0.000704,0.002841,0.000425,0.000258,0.00029,0.000679,8e-06,0.000115,0.000229,0.000488,0.000405,1.8e-05
840,248,420,172,172,0,0,0,25,5.704822,0.0,7422.567408,288.135773,2986.159404,2292.123352,590.02,840,3,88,1048320.0,95970.7065,190.2755,410.681,3.4276,0.0,0.0,0.0,91,0.040323,0.996063,0.501132,0.497863,1.00676,0.398767,0.300065,0.302716,0.502974,0.050199,0.199736,0.299771,0.500209,0.400257,0.050254,0.001908,0.000625,0.000674,0.002992,0.000428,0.000251,0.000269,0.00069,8e-06,0.000115,0.000243,0.00051,0.000403,1.8e-05
860,244,424,180,180,0,0,0,27,4.955036,0.0,7453.930942,285.542049,2989.502915,2292.109724,605.27,860,3,88,1073280.0,98493.954,196.9299,417.4657,3.5019,0.0,0.0,0.0,28,0.032787,0.996014,0.501491,0.498144,1.00548,0.399344,0.299803,0.302467,0.502292,0.050175,0.199927,0.300045,0.499964,0.400552,0.050268,0.001918,0.000627,0.000687,0.00298,0.000413,0.000261,0.000268,0.000651,8e-06,0.000116,0.000243,0.000511,0.000427,1.7e-05
880,241,426,185,185,0,0,0,28,4.480394,0.0,7521.6479,284.35078,2991.168826,2292.102933,626.51,880,3,88,1098240.0,101031.354,203.5843,422.0935,3.5606,0.0,0.0,0.0,28,0.033195,0.996853,0.501283,0.498525,1.005475,0.39914,0.299988,0.302155,0.502304,0.05017,0.199819,0.300472,0.500261,0.401135,0.050323,0.001961,0.000626,0.0007,0.003073,0.000418,0.000265,0.000266,0.00065,8e-06,0.000112,0.000242,0.000509,0.000412,1.7e-05
900,246,432,186,186,0,0,0,25,3.278494,0.0,7582.515569,287.380682,2989.340823,2292.099547,629.89,900,3,88,1123200.0,103568.754,210.2387,426.3004,3.5606,0.0,0.0,0.0,28,0.03252,0.996809,0.50166,0.497833,1.004976,0.399041,0.300058,0.302188,0.502278,0.050188,0.199815,0.299926,0.500263,0.401271,0.050362,0.001949,0.000625,0.000698,0.003047,0.000423,0.000262,0.000264,0.000645,8e-06,0.000111,0.000244,0.000516,0.000421,1.7e-05
920,248,438,190,190,0,0,0,23,4.618031,0.0,7619.424277,287.927795,2987.454173,2292.708855,638.8,920,3,88,1148160.0,106106.9445,216.2495,431.4582,3.5899,0.0,0.0,0.0,28,0.032258,0.99692,0.501247,0.498054,1.004252,0.399387,0.299909,0.301406,0.50179,0.050159,0.200027,0.300429,0.500487,0.400979,0.050296,0.002013,0.000626,0.000713,0.003099,0.000426,0.000268,0.000236,0.000651,8e-06,0.000115,0.000263,0.000562,0.000418,1.7e-05
940,253,446,193,193,0,0,0,24,4.262864,0.0,7657.569379,293.008456,2982.72868,2294.708412,643.14,940,3,88,1173120.0,108683.919,219.6859,439.7883,3.9112,0.0,0.0,0.0,91,0.035573,0.997521,0.501177,0.498177,1.003355,0.398793,0.300047,0.301869,0.502123,0.050102,0.200102,0.300508,0.500591,0.400905,0.050353,0.002105,0.00062,0.000716,0.003163,0.000411,0.000256,0.000235,0.000645,7e-06,0.000115,0.000288,0.000562,0.000416,1.6e-05
960,244,450,206,206,0,0,0,31,7.803953,0.0,7727.089331,284.980081,2987.215966,2295.611132,667.72,960,3,88,1198080.0,111271.7025,223.1223,446.6305,4.4177,0.0,0.0,0.0,91,0.036885,0.997778,0.501249,0.49826,1.004469,0.398715,0.300547,0.301616,0.503067,0.050164,0.199873,0.301133,0.50071,0.400124,0.050203,0.002013,0.000599,0.000645,0.003138,0.000381,0.000249,0.000233,0.000662,7e-06,0.000105,0.000288,0.000536,0.000376,1.6e-05
980,246,455,209,209,0,0,0,29,5.959407,0.0,7838.969957,288.973579,2985.067014,2296.001723,677.93,980,3,88,1223040.0,113881.3275,226.5588,454.0753,4.5693,0.0,0.0,0.0,91,0.036585,0.997965,0.501402,0.497858,1.005238,0.398133,0.300881,0.301719,0.502541,0.05014,0.199849,0.300837,0.500141,0.400274,0.050167,0.001951,0.000602,0.000659,0.003205,0.000397,0.000266,0.000229,0.000669,7e-06,0.000113,0.00029,0.000531,0.000417,1.6e-05
1000,251,463,212,212,0,0,0,26,6.19651,0.0,7931.331023,292.803034,2981.000455,2296.167602,682.27,1000,3,88,1248000.0,116516.565,229.9952,461.3107,4.5693,0.0,0.0,0.0,91,0.039841,0.998947,0.501819,0.498806,1.00623,0.398042,0.301303,0.302039,0.501821,0.050138,0.200138,0.301139,0.500248,0.400183,0.050135,0.002003,0.00062,0.000686,0.003265,0.000384,0.000262,0.000241,0.000647,7e-06,0.000121,0.000293,0.000529,0.000423,1.6e-05
1020,249,466,217,217,0,0,0,25,4.915833,0.0,8032.087907,293.180172,2981.903996,2296.237489,700.84,1020,3,88,1272960.0,119155.965,233.4316,467.5775,4.7699,0.0,0.0,0.0,91,0.040161,0.997757,0.501763,0.499241,1.005875,0.398079,0.301341,0.301945,0.501742,0.050114,0.200192,0.301209,0.500023,0.399824,0.050123,0.002018,0.000607,0.000679,0.003093,0.000381,0.000264,0.000244,0.000653,7e-06,0.000122,0.000293,0.000539,0.000418,1.6e-05
1040,251,474,223,223,0,0,0,24,4.764949,0.0,8123.666875,292.30612,2982.92893,2296.266835,702.65,1040,3,88,1297920.0,121786.806,236.868,473.9709,4.8011,0.0,0.0,0.0,91,0.039841,0.996526,0.502024,0.499968,1.005539,0.398255,0.301242,0.301917,0.501422,0.050266,0.199838,0.301267,0.500001,0.399429,0.050056,0.002172,0.000608,0.000753,0.003117,0.000388,0.000265,0.000243,0.000657,7e-06,0.000122,0.000283,0.000567,0.000409,1.7e-05
